5.04886e-07 	3.27868e-01 	3.27868e+05 	
2.71706e-07 	3.56477e-01 	1.78239e+05 	
1.89053e-07 	3.73628e-01 	1.24543e+05 	
1.46125e-07 	3.86034e-01 	9.65086e+04 	
1.19645e-07 	3.95816e-01 	7.91631e+04 	
1.01603e-07 	4.03921e-01 	6.73201e+04 	
8.84857e-08 	4.10861e-01 	5.86945e+04 	
7.84924e-08 	4.16946e-01 	5.21182e+04 	
7.06162e-08 	4.22369e-01 	4.69299e+04 	
6.42443e-08 	4.27554e-01 	4.27554e+04 	
2.40030e-08 	4.81906e-01 	1.60635e+04 	
1.52466e-08 	5.10128e-01 	1.02026e+04 	
1.13398e-08 	5.30178e-01 	7.57398e+03 	
9.10813e-09 	5.46094e-01 	6.06772e+03 	
7.65676e-09 	5.59479e-01 	5.08617e+03 	
6.63353e-09 	5.71139e-01 	4.39338e+03 	
5.87132e-09 	5.81542e-01 	3.87695e+03 	
5.28035e-09 	5.90982e-01 	3.47637e+03 	
4.80793e-09 	5.99661e-01 	3.15611e+03 	
4.42092e-09 	6.08159e-01 	2.89599e+03 	
