4.99779e-07 	3.27901e-01 	3.27901e+05 	
2.68945e-07 	3.56502e-01 	1.78251e+05 	
1.87126e-07 	3.73650e-01 	1.24550e+05 	
1.44633e-07 	3.86055e-01 	9.65138e+04 	
1.18421e-07 	3.95836e-01 	7.91671e+04 	
1.00562e-07 	4.03941e-01 	6.73235e+04 	
8.75773e-08 	4.10881e-01 	5.86973e+04 	
7.76841e-08 	4.16965e-01 	5.21206e+04 	
6.98896e-08 	4.22389e-01 	4.69321e+04 	
6.35834e-08 	4.27611e-01 	4.27611e+04 	
2.37517e-08 	4.81943e-01 	1.60648e+04 	
1.50855e-08 	5.10161e-01 	1.02032e+04 	
1.12192e-08 	5.30209e-01 	7.57442e+03 	
9.01088e-09 	5.46123e-01 	6.06804e+03 	
7.57427e-09 	5.59507e-01 	5.08642e+03 	
6.56208e-09 	5.71167e-01 	4.39359e+03 	
5.80788e-09 	5.81568e-01 	3.87712e+03 	
5.22313e-09 	5.91009e-01 	3.47652e+03 	
4.75558e-09 	5.99688e-01 	3.15625e+03 	
4.37283e-09 	6.08216e-01 	2.89627e+03 	
