1.71535e-07 	3.74940e-01 	3.74940e+05 	
9.21966e-08 	4.05245e-01 	2.02623e+05 	
6.41100e-08 	4.23700e-01 	1.41233e+05 	
4.95469e-08 	4.37195e-01 	1.09299e+05 	
4.05769e-08 	4.47929e-01 	8.95859e+04 	
3.44736e-08 	4.56894e-01 	7.61490e+04 	
3.00400e-08 	4.64624e-01 	6.63749e+04 	
2.66677e-08 	4.71442e-01 	5.89303e+04 	
2.40123e-08 	4.77556e-01 	5.30618e+04 	
2.18648e-08 	4.83342e-01 	4.83342e+04 	
8.33145e-09 	5.47495e-01 	1.82498e+04 	
5.37867e-09 	5.82996e-01 	1.16599e+04 	
4.05283e-09 	6.09246e-01 	8.70352e+03 	
3.29069e-09 	6.30709e-01 	7.00787e+03 	
2.79222e-09 	6.49186e-01 	5.90169e+03 	
2.43901e-09 	6.65605e-01 	5.12004e+03 	
2.17468e-09 	6.80508e-01 	4.53672e+03 	
1.96892e-09 	6.94243e-01 	4.08378e+03 	
1.80375e-09 	7.07046e-01 	3.72129e+03 	
1.66809e-09 	7.19313e-01 	3.42530e+03 	
