3.21380e-07 	3.74142e-01 	3.74142e+05 	
1.80093e-07 	4.04293e-01 	2.02147e+05 	
1.28562e-07 	4.22658e-01 	1.40886e+05 	
1.01291e-07 	4.36088e-01 	1.09022e+05 	
8.42228e-08 	4.46772e-01 	8.93544e+04 	
7.24540e-08 	4.55698e-01 	7.59497e+04 	
6.38103e-08 	4.63395e-01 	6.61992e+04 	
5.71684e-08 	4.70189e-01 	5.87736e+04 	
5.18943e-08 	4.76282e-01 	5.29202e+04 	
4.75964e-08 	4.82147e-01 	4.82147e+04 	
1.95224e-08 	5.46187e-01 	1.82062e+04 	
1.30235e-08 	5.81767e-01 	1.16353e+04 	
1.00213e-08 	6.08152e-01 	8.68788e+03 	
8.26342e-09 	6.29767e-01 	6.99741e+03 	
7.09758e-09 	6.48411e-01 	5.89464e+03 	
6.26294e-09 	6.65018e-01 	5.11553e+03 	
5.63258e-09 	6.80103e-01 	4.53402e+03 	
5.13794e-09 	6.94038e-01 	4.08258e+03 	
4.73854e-09 	7.07047e-01 	3.72130e+03 	
4.40849e-09 	7.19798e-01 	3.42761e+03 	
