3.32036e-07 	3.56417e-01 	3.56417e+05 	
1.81066e-07 	3.85837e-01 	1.92918e+05 	
1.27073e-07 	4.03660e-01 	1.34553e+05 	
9.88683e-08 	4.16645e-01 	1.04161e+05 	
8.13964e-08 	4.26935e-01 	8.53871e+04 	
6.94502e-08 	4.35503e-01 	7.25839e+04 	
6.07339e-08 	4.42870e-01 	6.32672e+04 	
5.40812e-08 	4.49349e-01 	5.61686e+04 	
4.88249e-08 	4.55145e-01 	5.05717e+04 	
4.45617e-08 	4.60843e-01 	4.60843e+04 	
1.73400e-08 	5.20374e-01 	1.73458e+04 	
1.12796e-08 	5.52495e-01 	1.10499e+04 	
8.53490e-09 	5.75900e-01 	8.22714e+03 	
6.94905e-09 	5.94826e-01 	6.60918e+03 	
5.90792e-09 	6.10984e-01 	5.55440e+03 	
5.16815e-09 	6.25237e-01 	4.80952e+03 	
4.61327e-09 	6.38095e-01 	4.25397e+03 	
4.18052e-09 	6.49873e-01 	3.82278e+03 	
3.83254e-09 	6.60806e-01 	3.47793e+03 	
3.54634e-09 	6.71527e-01 	3.19775e+03 	
