2.68951e-07 	3.56640e-01 	3.56640e+05 	
1.44635e-07 	3.86134e-01 	1.93067e+05 	
1.00563e-07 	4.03998e-01 	1.34666e+05 	
7.76858e-08 	4.17012e-01 	1.04253e+05 	
6.35807e-08 	4.27327e-01 	8.54654e+04 	
5.39820e-08 	4.35915e-01 	7.26525e+04 	
4.70064e-08 	4.43299e-01 	6.33284e+04 	
4.16982e-08 	4.49794e-01 	5.62242e+04 	
3.75175e-08 	4.55604e-01 	5.06226e+04 	
3.41361e-08 	4.61226e-01 	4.61226e+04 	
1.28450e-08 	5.20942e-01 	1.73647e+04 	
8.22423e-09 	5.53126e-01 	1.10625e+04 	
6.15939e-09 	5.76546e-01 	8.23637e+03 	
4.97713e-09 	5.95466e-01 	6.61629e+03 	
4.20619e-09 	6.11604e-01 	5.56004e+03 	
3.66139e-09 	6.25828e-01 	4.81406e+03 	
3.25463e-09 	6.38648e-01 	4.25766e+03 	
2.93856e-09 	6.50387e-01 	3.82580e+03 	
2.68537e-09 	6.61268e-01 	3.48036e+03 	
2.47761e-09 	6.71875e-01 	3.19941e+03 	
