2.74470e-07 	3.56578e-01 	3.56578e+05 	
1.47619e-07 	3.86086e-01 	1.93043e+05 	
1.02646e-07 	4.03954e-01 	1.34651e+05 	
7.93021e-08 	4.16967e-01 	1.04242e+05 	
6.49053e-08 	4.27285e-01 	8.54570e+04 	
5.51098e-08 	4.35873e-01 	7.26455e+04 	
4.79904e-08 	4.43257e-01 	6.33225e+04 	
4.25717e-08 	4.49752e-01 	5.62190e+04 	
3.83048e-08 	4.55563e-01 	5.06181e+04 	
3.48536e-08 	4.61139e-01 	4.61139e+04 	
1.31202e-08 	5.20878e-01 	1.73626e+04 	
8.40237e-09 	5.53068e-01 	1.10614e+04 	
6.29383e-09 	5.76492e-01 	8.23560e+03 	
5.08636e-09 	5.95416e-01 	6.61573e+03 	
4.29908e-09 	6.11554e-01 	5.55958e+03 	
3.74277e-09 	6.25775e-01 	4.81365e+03 	
3.32709e-09 	6.38601e-01 	4.25734e+03 	
3.00422e-09 	6.50344e-01 	3.82555e+03 	
2.74550e-09 	6.61229e-01 	3.48015e+03 	
2.53333e-09 	6.71793e-01 	3.19901e+03 	
