4.15443e-07 	3.35816e-01 	3.35816e+05 	
2.23511e-07 	3.64646e-01 	1.82323e+05 	
1.55491e-07 	3.81973e-01 	1.27324e+05 	
1.20173e-07 	3.94526e-01 	9.86314e+04 	
9.83862e-08 	4.04437e-01 	8.08874e+04 	
8.35498e-08 	4.12659e-01 	6.87765e+04 	
7.27606e-08 	4.19707e-01 	5.99581e+04 	
6.45489e-08 	4.25886e-01 	5.32357e+04 	
5.80786e-08 	4.31400e-01 	4.79333e+04 	
5.28420e-08 	4.36682e-01 	4.36682e+04 	
1.97961e-08 	4.92256e-01 	1.64085e+04 	
1.26068e-08 	5.21369e-01 	1.04274e+04 	
9.39610e-09 	5.42183e-01 	7.74547e+03 	
7.56040e-09 	5.58782e-01 	6.20869e+03 	
6.36526e-09 	5.72795e-01 	5.20723e+03 	
5.52209e-09 	5.85040e-01 	4.50031e+03 	
4.89343e-09 	5.95995e-01 	3.97330e+03 	
4.40557e-09 	6.05962e-01 	3.56448e+03 	
4.01522e-09 	6.15148e-01 	3.23762e+03 	
3.69543e-09 	6.24109e-01 	2.97195e+03 	
