4.67203e-07 	3.35670e-01 	3.35670e+05 	
2.53405e-07 	3.64449e-01 	1.82225e+05 	
1.77259e-07 	3.81750e-01 	1.27250e+05 	
1.37577e-07 	3.94286e-01 	9.85716e+04 	
1.13033e-07 	4.04183e-01 	8.08366e+04 	
9.62794e-08 	4.12392e-01 	6.87320e+04 	
8.40693e-08 	4.19429e-01 	5.99184e+04 	
7.47542e-08 	4.25601e-01 	5.32001e+04 	
6.74021e-08 	4.31107e-01 	4.79007e+04 	
6.14422e-08 	4.36437e-01 	4.36437e+04 	
2.35193e-08 	4.91896e-01 	1.63965e+04 	
1.51364e-08 	5.20964e-01 	1.04193e+04 	
1.13603e-08 	5.41754e-01 	7.73934e+03 	
9.18831e-09 	5.58341e-01 	6.20379e+03 	
7.76757e-09 	5.72354e-01 	5.20322e+03 	
6.76168e-09 	5.84598e-01 	4.49690e+03 	
6.00930e-09 	5.95555e-01 	3.97037e+03 	
5.42395e-09 	6.05530e-01 	3.56194e+03 	
4.95435e-09 	6.14723e-01 	3.23539e+03 	
4.56889e-09 	6.23757e-01 	2.97027e+03 	
