3.24237e-07 	3.45730e-01 	3.45730e+05 	
1.74383e-07 	3.74867e-01 	1.87433e+05 	
1.21293e-07 	3.92434e-01 	1.30811e+05 	
9.37393e-08 	4.05189e-01 	1.01297e+05 	
7.67539e-08 	4.15272e-01 	8.30544e+04 	
6.51872e-08 	4.23648e-01 	7.06080e+04 	
5.67809e-08 	4.30836e-01 	6.15480e+04 	
5.03825e-08 	4.37147e-01 	5.46433e+04 	
4.53418e-08 	4.42782e-01 	4.91980e+04 	
4.12633e-08 	4.48157e-01 	4.48157e+04 	
1.55325e-08 	5.05418e-01 	1.68473e+04 	
9.92871e-09 	5.35778e-01 	1.07156e+04 	
7.42145e-09 	5.57661e-01 	7.96658e+03 	
5.98551e-09 	5.75221e-01 	6.39135e+03 	
5.04943e-09 	5.90115e-01 	5.36468e+03 	
4.38799e-09 	6.03187e-01 	4.63990e+03 	
3.89442e-09 	6.14914e-01 	4.09942e+03 	
3.51088e-09 	6.25624e-01 	3.68014e+03 	
3.20383e-09 	6.35516e-01 	3.34482e+03 	
2.95200e-09 	6.45124e-01 	3.07202e+03 	
