3.78110e-07 	3.45510e-01 	3.45510e+05 	
2.05632e-07 	3.74574e-01 	1.87287e+05 	
1.44106e-07 	3.92101e-01 	1.30700e+05 	
1.12007e-07 	4.04830e-01 	1.01207e+05 	
9.21428e-08 	4.14890e-01 	8.29780e+04 	
7.85623e-08 	4.23252e-01 	7.05420e+04 	
6.86663e-08 	4.30425e-01 	6.14892e+04 	
6.11126e-08 	4.36723e-01 	5.45904e+04 	
5.51475e-08 	4.42348e-01 	4.91497e+04 	
5.03109e-08 	4.47816e-01 	4.47816e+04 	
1.94537e-08 	5.04918e-01 	1.68306e+04 	
1.25944e-08 	5.35231e-01 	1.07046e+04 	
9.49328e-09 	5.57095e-01 	7.95850e+03 	
7.70382e-09 	5.74654e-01 	6.38504e+03 	
6.53070e-09 	5.89558e-01 	5.35962e+03 	
5.69819e-09 	6.02643e-01 	4.63571e+03 	
5.07446e-09 	6.14398e-01 	4.09599e+03 	
4.58849e-09 	6.25127e-01 	3.67722e+03 	
4.19815e-09 	6.35050e-01 	3.34237e+03 	
3.87727e-09 	6.44757e-01 	3.07027e+03 	
