3.18963e-07 	3.45787e-01 	3.45787e+05 	
1.71531e-07 	3.74912e-01 	1.87456e+05 	
1.19302e-07 	3.92476e-01 	1.30825e+05 	
9.21959e-08 	4.05229e-01 	1.01307e+05 	
7.54868e-08 	4.15312e-01 	8.30624e+04 	
6.41095e-08 	4.23688e-01 	7.06147e+04 	
5.58402e-08 	4.30875e-01 	6.15536e+04 	
4.95466e-08 	4.37186e-01 	5.46482e+04 	
4.45882e-08 	4.42821e-01 	4.92024e+04 	
4.05768e-08 	4.48322e-01 	4.48322e+04 	
1.52697e-08 	5.05512e-01 	1.68504e+04 	
9.75943e-09 	5.35854e-01 	1.07171e+04 	
7.29412e-09 	5.57728e-01 	7.96755e+03 	
5.88236e-09 	5.75283e-01 	6.39203e+03 	
4.96200e-09 	5.90172e-01 	5.36520e+03 	
4.31183e-09 	6.03238e-01 	4.64029e+03 	
3.82649e-09 	6.14966e-01 	4.09978e+03 	
3.44947e-09 	6.25674e-01 	3.68044e+03 	
3.14765e-09 	6.35562e-01 	3.34506e+03 	
2.90007e-09 	6.45211e-01 	3.07243e+03 	
